Fly_index,Stimulation,Fly_line,Experiment,Slope[mm/s²],Backward distance traveled [mm],Vmin [mm/s]
50,on1,M0MDN3-EF14,M0MDN3-EF6_200702_101102_s0a0_p6-0,,,
51,on1,M0MDN3-EF14,M0MDN3-EF6_200730_092727_s0a0_p6-0,-11.723708663285912,-3.118940074097394,-2.400441810700449
52,on1,M0MDN3-EF14,M0MDN3-EF6_200717_090303_s0a0_p6-0,-3.82797566164722,-0.02185976331740563,-0.43033930729582176
53,on1,M0MDN3-EF14,M0MDN3-EF35_200724_125500_s0a0_p6-0,-39.14522666169893,-0.5781698911412143,-6.244415825080646
54,on1,M0MDN3-EF14,M0MDN3-EF35_200807_091001_s0a0_p6-0,-12.961323038673982,-1.7509242128288227,-5.7580781676661505
55,on1,M0MDN3-EF14,M0MDN3-EF35_200820_095512_s0a0_p6-0,-8.592771089635118,-7.383526070443084,-5.554911200064828
56,on1,M0MDN3-EF14,M0MDN3-EF9_200730_100004_s0a0_p6-0,-17.60476979165836,-10.090609875399263,-6.462556197673435
57,on1,M0MDN3-EF14,M0MDN3-EF9_200717_094230_s0a0_p6-0,-79.74214011803313,-19.308825028524794,-9.115131358881964
58,on1,M0MDN3-EF14,M0MDN3-EF9_200702_110335_s0a0_p6-0,,,
59,on1,M0MDN3-EF14,M0MDN3-EF38_200820_103904_s0a0_p6-0,-51.80444538801042,-17.8899779543754,-10.676176745110732
60,on1,M0MDN3-EF14,M0MDN3-EF38_200724_113459_s0a0_p6-0,,,
61,on1,M0MDN3-EF14,M0MDN3-EF38_200807_094201_s0a0_p6-0,-81.97811408387713,-5.80709814222085,-9.305762849191495
62,on1,M0MDN3-EF14,M0MDN3-EF36_200724_123915_s0a0_p6-0,-15.871737758210708,-0.03755004351406717,-1.6012001015519821
63,on1,M0MDN3-EF14,M0MDN3-EF36_200807_091312_s0a0_p6-0,-35.30527171340719,-0.2800319800993729,-4.343085244140034
64,on1,M0MDN3-EF14,M0MDN3-EF36_200820_100426_s0a0_p6-0,-28.46273174991348,-11.533982706988532,-6.031277748281872
65,on1,M0MDN3-EF14,M0MDN3-EF34_200820_094928_s0a0_p6-0,-50.02348084057107,-7.037401283292439,-9.22198370236754
66,on1,M0MDN3-EF14,M0MDN3-EF34_200724_132400_s0a0_p6-0,-47.16661751680111,-3.3265767658373604,-9.566230821841927
67,on1,M0MDN3-EF14,M0MDN3-EF34_200807_085000_s0a0_p6-0,-21.672960447342245,-0.3999921531159329,-2.25319388889722
68,on1,M0MDN3-EF14,M0MDN3-EF1_200724_091357_s0a0_p6-0,-33.130190234092254,-8.595758598213644,-8.103454891505955
69,on1,M0MDN3-EF14,M0MDN3-EF1_200710_102902_s0a0_p6-0,-27.463673257980503,-13.175356750263395,-6.033855238006979
70,on1,M0MDN3-EF14,M0MDN3-EF40_200724_112223_s0a0_p6-0,-24.638892865631554,-8.947664610183985,-8.002552289549085
71,on1,M0MDN3-EF14,M0MDN3-EF3_200626_112504_s0a0_p6-0,-37.08451560575937,-11.892543909091833,-8.361672728105978
72,on1,M0MDN3-EF14,M0MDN3-EF16_200724_105005_s0a0_p6-0,-29.22974443511493,-10.763559055366928,-5.8953818707268635
73,on1,M0MDN3-EF14,M0MDN3-EF16_200710_124532_s0a0_p6-0,-23.880778976319156,-1.2602803396956577,-6.389100631503281
74,on1,M0MDN3-EF14,M0MDN3-EF16_200806_092216_s0a0_p6-0,-37.433163703405825,-0.6573343352154232,-6.9132802095181125
75,on1,M0MDN3-EF14,M0MDN3-EF33_200820_094003_s0a0_p6-0,-13.281391472205893,-6.375624534860189,-2.92686636934862
76,on1,M0MDN3-EF14,M0MDN3-EF33_200807_083804_s0a0_p6-0,-2.3863179179251985,-5.047158853917515,-3.084246335318477
77,on1,M0MDN3-EF14,M0MDN3-EF33_200724_133000_s0a0_p6-0,-38.98449699556428,-11.388222975419339,-7.928231848176985
78,on1,M0MDN3-EF14,M0MDN3-EF19_200811_085811_s0a0_p6-0,-4.178974037939164,-1.0655926202585726,-3.321197061125231
79,on1,M0MDN3-EF14,M0MDN3-EF19_200728_090005_s0a0_p6-0,-52.82777232495561,-3.6010330081787947,-11.112384095776859
80,on1,M0MDN3-EF14,M0MDN3-EF19_200714_084557_s0a0_p6-0,-37.58459334658356,-8.664188359566811,-8.877177309855403
0,on2,M0MDN3-EF14,M0MDN3-EF14_200806_085901_s0a0_p6-0,-28.06376852573513,-4.714152447086021,-5.315574896894825
1,on2,M0MDN3-EF14,M0MDN3-EF14_200724_095604_s0a0_p6-0,-18.796347297240132,-0.7550130226050212,-4.338596305937041
2,on2,M0MDN3-EF14,M0MDN3-EF14_200710_121010_s0a0_p6-0,-34.56213602523402,-0.12757333135261945,-3.1805546545914534
3,on2,M0MDN3-EF14,M0MDN3-EF21_200714_092030_s0a0_p6-0,-16.093915285716484,-1.3968315796146116,-5.319884395871663
4,on2,M0MDN3-EF14,M0MDN3-EF28_200820_090013_s0a0_p6-0,-31.180760179367205,-11.106023235245758,-7.027340296555201
5,on2,M0MDN3-EF14,M0MDN3-EF28_200806_093417_s0a0_p6-0,-16.042291160253267,-8.370286326064889,-3.9338182576990706
6,on2,M0MDN3-EF14,M0MDN3-EF28_200724_144000_s0a0_p6-0,-36.75425886746867,-2.6451788761804678,-8.225800773963401
7,on2,M0MDN3-EF14,M0MDN3-EF32_200820_091522_s0a0_p6-0,-19.490770411083247,-0.7077475362014685,-3.51403555889783
8,on2,M0MDN3-EF14,M0MDN3-EF32_200724_140502_s0a0_p6-0,-7.308413023786566,-15.352922614748472,-7.354940862667277
9,on2,M0MDN3-EF14,M0MDN3-EF32_200807_083526_s0a0_p6-0,-6.880641359588368,-6.347638111710567,-5.054309445022947
10,on2,M0MDN3-EF14,M0MDN3-EF20_200728_090315_s0a0_p6-0,-31.68807910284082,-11.298302855454079,-7.6048071685869205
11,on2,M0MDN3-EF14,M0MDN3-EF20_200714_085525_s0a0_p6-0,-62.25712087498952,-13.047792724101837,-9.720255306269923
12,on2,M0MDN3-EF14,M0MDN3-EF8_200717_091358_s0a0_p6-0,-46.19868907951737,-10.312960908258072,-8.392777725740839
13,on2,M0MDN3-EF14,M0MDN3-EF8_200702_105001_s0a0_p6-0,,,
14,on2,M0MDN3-EF14,M0MDN3-EF8_200730_094033_s0a0_p6-0,-5.85683684521493,-4.404374730663891,-5.4644522656976795
15,on2,M0MDN3-EF14,M0MDN3-EF27_200804_085306_s0a0_p6-0,-32.44551512138296,-9.58366019643261,-5.744551185211765
16,on2,M0MDN3-EF14,M0MDN3-EF27_200720_082700_s0a0_p6-0,,,
17,on2,M0MDN3-EF14,M0MDN3-EF23_200717_104300_s0a0_p6-0,-34.4869705137604,-1.9096324268350926,-7.39165960733686
18,on2,M0MDN3-EF14,M0MDN3-EF23_200813_085103_s0a0_p6-0,-53.51257341997214,-3.17585020412805,-7.180935877809763
19,on2,M0MDN3-EF14,M0MDN3-EF23_200730_101904_s0a0_p6-0,-30.86417009723379,-11.861112952419798,-7.927465888774537
20,on2,M0MDN3-EF14,M0MDN3-EF24_200717_103700_s0a0_p6-0,-21.178247126410394,-10.762773821480701,-5.848742744405436
21,on2,M0MDN3-EF14,M0MDN3-EF24_200813_085402_s0a0_p6-0,-68.6857594549842,-15.868118544226176,-10.435022987947944
22,on2,M0MDN3-EF14,M0MDN3-EF24_200730_104105_s0a0_p6-0,-10.470890768346653,-6.61147186836499,-5.09489554800914
23,on2,M0MDN3-EF14,M0MDN3-EF5_200626_114107_s0a0_p6-0,-6.642900406044948,-2.362355362161,-3.8701261254139063
24,on2,M0MDN3-EF14,M0MDN3-EF7_200702_102001_s0a0_p6-0,-14.295425444155791,-1.0736101000538216,-3.36162997648443
25,on2,M0MDN3-EF14,M0MDN3-EF7_200730_093405_s0a0_p6-0,-22.21929244864577,-5.375526193359061,-4.640811719520581
26,on2,M0MDN3-EF14,M0MDN3-EF7_200717_090800_s0a0_p6-0,-35.888886994583864,-8.384067139400774,-7.125767745294277
27,on2,M0MDN3-EF14,M0MDN3-EF11_200702_114649_s0a0_p6-0,-9.35246597709907,-1.0731806231625385,-1.688820976455599
28,on2,M0MDN3-EF14,M0MDN3-EF15_200710_120157_s0a0_p6-0,-42.37875034258415,-12.934721288472685,-7.400153229972469
29,on2,M0MDN3-EF14,M0MDN3-EF15_200724_105559_s0a0_p6-0,-14.316339667415958,-8.391342833412667,-5.9643375913689045
30,on2,M0MDN3-EF14,M0MDN3-EF17_200806_092804_s0a0_p6-0,-10.726431184919571,-0.11172151677145517,-1.5870690896890298
31,on2,M0MDN3-EF14,M0MDN3-EF17_200724_104338_s0a0_p6-0,-8.891127417937343,-1.8927512878509685,-2.8767559657746387
32,on2,M0MDN3-EF14,M0MDN3-EF17_200710_123937_s0a0_p6-0,-31.540367750772006,-14.78000674609715,-9.587446492067624
33,on2,M0MDN3-EF14,M0MDN3-EF12_200710_110918_s0a0_p6-0,-34.37328202023751,-9.489075442054911,-6.667399730208749
34,on2,M0MDN3-EF14,M0MDN3-EF12_200724_094502_s0a0_p6-0,-21.709090443497224,-9.52480900393721,-4.857343618230867
35,on2,M0MDN3-EF14,M0MDN3-EF37_200807_092515_s0a0_p6-0,,,
36,on2,M0MDN3-EF14,M0MDN3-EF37_200820_102701_s0a0_p6-0,-43.38721038172506,-10.235001229844228,-8.241973402353283
37,on2,M0MDN3-EF14,M0MDN3-EF37_200724_124633_s0a0_p6-0,-53.87488940671393,-9.920496921710141,-11.5233907376217
38,on2,M0MDN3-EF14,M0MDN3-EF10_200730_101318_s0a0_p6-0,-58.24660323244755,-12.61242817682926,-10.718249631184914
39,on2,M0MDN3-EF14,M0MDN3-EF10_200702_113602_s0a0_p6-0,-22.759358336856096,-7.9249356910149835,-6.551142137900912
40,on2,M0MDN3-EF14,M0MDN3-EF10_200717_095113_s0a0_p6-0,-26.616856812752356,-2.269749305139301,-5.929483345332726
41,on2,M0MDN3-EF14,M0MDN3-EF25_200813_090303_s0a0_p6-0,-24.874284342240827,-11.453176416487384,-7.384648611740671
42,on2,M0MDN3-EF14,M0MDN3-EF25_200730_104802_s0a0_p6-0,-30.557488484604068,-13.09696031335352,-6.478195778777159
43,on2,M0MDN3-EF14,M0MDN3-EF25_200717_110900_s0a0_p6-0,-123.06905485182132,-21.11608299504681,-10.165304568200295
44,on2,M0MDN3-EF14,M0MDN3-EF26_200730_105425_s0a0_p6-0,,,
45,on2,M0MDN3-EF14,M0MDN3-EF26_200717_111612_s0a0_p6-0,-15.121813301856953,-4.400973535632799,-3.114243739000672
46,on2,M0MDN3-EF14,M0MDN3-EF30_200806_095602_s0a0_p6-0,-32.0798877509466,-12.270409236491613,-6.400064344561082
47,on2,M0MDN3-EF14,M0MDN3-EF30_200724_141701_s0a0_p6-0,-103.01776944812957,-10.245665691936642,-10.244525819901494
48,on2,M0MDN3-EF14,M0MDN3-EF2_200710_103134_s0a0_p6-0,-42.88738986303445,-11.2275896798743,-9.377044376957738
49,on2,M0MDN3-EF14,M0MDN3-EF2_200724_091746_s0a0_p6-0,-26.74675007872553,-6.310404338371593,-6.388904876692022
50,on2,M0MDN3-EF14,M0MDN3-EF6_200702_101102_s0a0_p6-0,,,
51,on2,M0MDN3-EF14,M0MDN3-EF6_200730_092727_s0a0_p6-0,-18.758534181697968,-3.294578602884426,-3.4109146325118442
52,on2,M0MDN3-EF14,M0MDN3-EF6_200717_090303_s0a0_p6-0,-22.66547104826262,-1.6662839860045586,-4.488931444390993
53,on2,M0MDN3-EF14,M0MDN3-EF35_200724_125500_s0a0_p6-0,,,
54,on2,M0MDN3-EF14,M0MDN3-EF35_200807_091001_s0a0_p6-0,,,
55,on2,M0MDN3-EF14,M0MDN3-EF35_200820_095512_s0a0_p6-0,-11.628366737252469,-6.813907159240122,-4.840538208235712
56,on2,M0MDN3-EF14,M0MDN3-EF9_200730_100004_s0a0_p6-0,-26.3645184074054,-9.764821356425646,-5.7103266953053895
57,on2,M0MDN3-EF14,M0MDN3-EF9_200717_094230_s0a0_p6-0,-36.5619551698056,-8.544113721923486,-6.830362029878533
58,on2,M0MDN3-EF14,M0MDN3-EF9_200702_110335_s0a0_p6-0,-19.0808072094207,-11.517942192296028,-5.913522591994494
59,on2,M0MDN3-EF14,M0MDN3-EF38_200820_103904_s0a0_p6-0,-43.775512051730075,-13.726856951152847,-10.956777637019481
60,on2,M0MDN3-EF14,M0MDN3-EF38_200724_113459_s0a0_p6-0,-12.849081056315827,-9.14149049208306,-7.62334523457601
61,on2,M0MDN3-EF14,M0MDN3-EF38_200807_094201_s0a0_p6-0,-25.525901050620334,-0.24191653454537787,-3.41758773934974
62,on2,M0MDN3-EF14,M0MDN3-EF36_200724_123915_s0a0_p6-0,-20.912680711149235,-1.0488969023039043,-4.6770488054843575
63,on2,M0MDN3-EF14,M0MDN3-EF36_200807_091312_s0a0_p6-0,-16.97752710177808,-2.0547880251342927,-3.3067366150335364
64,on2,M0MDN3-EF14,M0MDN3-EF36_200820_100426_s0a0_p6-0,-27.30995367010974,-9.282155930473685,-5.427626307053578
65,on2,M0MDN3-EF14,M0MDN3-EF34_200820_094928_s0a0_p6-0,-19.394679836298984,-6.428158767168791,-5.840750634471001
66,on2,M0MDN3-EF14,M0MDN3-EF34_200724_132400_s0a0_p6-0,-44.092363609457955,-19.568060386576153,-9.276316034750977
67,on2,M0MDN3-EF14,M0MDN3-EF34_200807_085000_s0a0_p6-0,-31.053919406486134,-1.2975587782482156,-7.030192167348324
68,on2,M0MDN3-EF14,M0MDN3-EF1_200724_091357_s0a0_p6-0,-44.47011788647811,-7.245205750797524,-8.541880342939475
69,on2,M0MDN3-EF14,M0MDN3-EF1_200710_102902_s0a0_p6-0,-22.29867556992964,-6.227139997636795,-5.321734365795579
70,on2,M0MDN3-EF14,M0MDN3-EF40_200724_112223_s0a0_p6-0,-10.546775282486037,-3.2058259644402023,-5.923236110535068
71,on2,M0MDN3-EF14,M0MDN3-EF3_200626_112504_s0a0_p6-0,-17.01348949857153,-10.559549683131983,-6.4241298317541
72,on2,M0MDN3-EF14,M0MDN3-EF16_200724_105005_s0a0_p6-0,-47.665213957470435,-13.497996328503556,-10.893166570570287
73,on2,M0MDN3-EF14,M0MDN3-EF16_200710_124532_s0a0_p6-0,-34.191928063556325,-1.2189602863423399,-6.746171373487063
74,on2,M0MDN3-EF14,M0MDN3-EF16_200806_092216_s0a0_p6-0,-36.357146896813845,-8.731956357343554,-7.478067003892143
75,on2,M0MDN3-EF14,M0MDN3-EF33_200820_094003_s0a0_p6-0,-11.568300068489789,-4.660894821756933,-2.5736658486227673
76,on2,M0MDN3-EF14,M0MDN3-EF33_200807_083804_s0a0_p6-0,-1.2582714555945045,-7.339671368114209,-3.282389724137628
77,on2,M0MDN3-EF14,M0MDN3-EF33_200724_133000_s0a0_p6-0,-21.874282247140712,-1.2553648159748971,-4.6884650176764096
78,on2,M0MDN3-EF14,M0MDN3-EF19_200811_085811_s0a0_p6-0,-4.143350390968502,-1.8880095262885523,-5.46201110757825
79,on2,M0MDN3-EF14,M0MDN3-EF19_200728_090005_s0a0_p6-0,-57.11258001725661,-9.086683382591328,-8.310358716101529
80,on2,M0MDN3-EF14,M0MDN3-EF19_200714_084557_s0a0_p6-0,-91.46581294583845,-2.998211358550555,-9.561373561889233
0,on0,M0MDN3-IF40,M0MDN3-IF40_200820_104545_s0a0_p6-0,-94.99472136324562,-2.795750654897408,-9.88017087612542
1,on0,M0MDN3-IF40,M0MDN3-IF40_200724_111904_s0a0_p6-0,-23.818157739560256,-23.860712146347367,-11.137937724860274
2,on0,M0MDN3-IF40,M0MDN3-IF40_200807_095501_s0a0_p6-0,-25.26561658222502,-2.013163876027896,-4.137710398842128
3,on0,M0MDN3-IF40,M0MDN3-IF9_200702_105651_s0a0_p6-0,-29.47356841348788,-14.988544584271162,-6.547336654294632
4,on0,M0MDN3-IF40,M0MDN3-IF9_200717_094831_s0a0_p6-0,-34.68604474443472,-10.958133673339121,-7.82980610656461
5,on0,M0MDN3-IF40,M0MDN3-IF2_200724_090802_s0a0_p6-0,-35.22986606855064,-17.60401966976726,-7.453521729141702
6,on0,M0MDN3-IF40,M0MDN3-IF2_200626_104416_s0a0_p6-0,-69.38270507310004,-10.697532046638212,-10.089802483338403
7,on0,M0MDN3-IF40,M0MDN3-IF2_200710_102600_s0a0_p6-0,-31.549119751739124,-9.419144106579473,-6.036312351942437
8,on0,M0MDN3-IF40,M0MDN3-IF25_200813_090614_s0a0_p6-0,-51.45958628154946,-4.607570108018797,-9.271723811387968
9,on0,M0MDN3-IF40,M0MDN3-IF25_200730_105105_s0a0_p6-0,-20.587626448390534,-4.182489907037308,-5.631981977896853
10,on0,M0MDN3-IF40,M0MDN3-IF25_200717_111201_s0a0_p6-0,-27.082824596706374,-0.10517698256326288,-1.8523381086005644
11,on0,M0MDN3-IF40,M0MDN3-IF29_200724_143700_s0a0_p6-0,-15.874192371472512,-20.865992528455976,-12.518934557404242
12,on0,M0MDN3-IF40,M0MDN3-IF33_200820_094301_s0a0_p6-0,-38.54724479119607,-9.029797693719011,-7.277382563231495
13,on0,M0MDN3-IF40,M0MDN3-IF33_200807_084402_s0a0_p6-0,,,
14,on0,M0MDN3-IF40,M0MDN3-IF33_200724_132700_s0a0_p6-0,-18.109998931488764,-2.4332799886330987,-8.514644131976665
15,on0,M0MDN3-IF40,M0MDN3-IF39_200807_095201_s0a0_p6-0,-28.12548708566449,-4.326020701111479,-7.863865578181957
16,on0,M0MDN3-IF40,M0MDN3-IF39_200820_104212_s0a0_p6-0,,,
17,on0,M0MDN3-IF40,M0MDN3-IF39_200724_113202_s0a0_p6-0,,,
18,on0,M0MDN3-IF40,M0MDN3-IF10_200702_113303_s0a0_p6-0,-21.71210768429853,-6.633816739066227,-5.247135131193523
19,on0,M0MDN3-IF40,M0MDN3-IF10_200717_095400_s0a0_p6-0,-7.534645275933659,-12.464105472951234,-7.03210637476674
20,on0,M0MDN3-IF40,M0MDN3-IF37_200724_124926_s0a0_p6-0,-3.7465483376357156,-5.221455084397123,-3.720563718267964
21,on0,M0MDN3-IF40,M0MDN3-IF37_200807_092201_s0a0_p6-0,-14.675404992468705,-1.2984487959637443,-4.659325407690201
22,on0,M0MDN3-IF40,M0MDN3-IF37_200820_103001_s0a0_p6-0,-2.673325374088075,-1.819160372122092,-3.9118820917338457
23,on0,M0MDN3-IF40,M0MDN3-IF31_200820_090938_s0a0_p6-0,-27.077272193325626,-8.043634974709054,-5.625256619867804
24,on0,M0MDN3-IF40,M0MDN3-IF31_200724_141409_s0a0_p6-0,-37.290578382625846,-26.644940870216914,-13.546093500169897
25,on0,M0MDN3-IF40,M0MDN3-IF31_200806_100206_s0a0_p6-0,-98.99073173181621,-22.8874788032649,-13.560924577408253
26,on0,M0MDN3-IF40,M0MDN3-IF21_200728_091903_s0a0_p6-0,-90.864473105231,-11.086251689945803,-8.026712657790947
27,on0,M0MDN3-IF40,M0MDN3-IF21_200714_092630_s0a0_p6-0,-58.23167510999383,-9.694987749541843,-13.862813519428364
28,on0,M0MDN3-IF40,M0MDN3-IF21_200811_085502_s0a0_p6-0,-25.453079474221898,-11.014454259015855,-6.026257406856151
29,on0,M0MDN3-IF40,M0MDN3-IF27_200819_083450_s0a0_p6-0,-50.93938074751118,-7.8488307769812895,-9.78446388189352
30,on0,M0MDN3-IF40,M0MDN3-IF27_200804_085004_s0a0_p6-0,-30.635658983936658,-12.411754215798382,-5.772240454949558
31,on0,M0MDN3-IF40,M0MDN3-IF27_200720_083000_s0a0_p6-0,-8.273766839395517,-4.286069450723885,-4.280618803740697
32,on0,M0MDN3-IF40,M0MDN3-IF12_200710_111204_s0a0_p6-0,-25.812958059118102,-18.14895749741103,-9.442094926763613
33,on0,M0MDN3-IF40,M0MDN3-IF12_200806_084424_s0a0_p6-0,,,
34,on0,M0MDN3-IF40,M0MDN3-IF12_200724_094302_s0a0_p6-0,-17.1416474574171,-15.79846052907414,-12.10010732288574
35,on0,M0MDN3-IF40,M0MDN3-IF4_200710_104401_s0a0_p6-0,-26.463215727348636,-7.771557575908671,-4.6764136599718285
36,on0,M0MDN3-IF40,M0MDN3-IF4_200626_112818_s0a0_p6-0,-21.09989649518823,-2.4591162755353633,-8.888589438454364
37,on0,M0MDN3-IF40,M0MDN3-IF4_200724_092500_s0a0_p6-0,,,
38,on0,M0MDN3-IF40,M0MDN3-IF18_200811_091010_s0a0_p6-0,-30.871339926843298,-4.749306914294002,-4.712277205124202
39,on0,M0MDN3-IF40,M0MDN3-IF18_200714_084259_s0a0_p6-0,-34.511751855871225,-7.275208432000655,-8.263809147845263
40,on0,M0MDN3-IF40,M0MDN3-IF18_200728_091310_s0a0_p6-0,-23.41280692522282,-7.45075296148465,-4.851605845153539
41,on0,M0MDN3-IF40,M0MDN3-IF35_200807_090419_s0a0_p6-0,-18.494738566120834,-7.687235588691259,-4.143611543369554
42,on0,M0MDN3-IF40,M0MDN3-IF35_200820_095800_s0a0_p6-0,-19.801081847721,-5.83214813296833,-6.314433593650541
43,on0,M0MDN3-IF40,M0MDN3-IF35_200724_130101_s0a0_p6-0,-67.07948667227619,-23.846377437751265,-15.602058928175921
44,on0,M0MDN3-IF40,M0MDN3-IF30_200820_090602_s0a0_p6-0,-75.5901267714047,-13.121829971068532,-8.907447410254699
45,on0,M0MDN3-IF40,M0MDN3-IF30_200724_142301_s0a0_p6-0,-16.618989144318615,-7.814109127015739,-8.73827973219744
46,on0,M0MDN3-IF40,M0MDN3-IF30_200806_095902_s0a0_p6-0,,,
47,on0,M0MDN3-IF40,M0MDN3-IF34_200724_131640_s0a0_p6-0,-33.550994506913774,-9.32005301525214,-9.828209879391862
48,on0,M0MDN3-IF40,M0MDN3-IF26_200730_105801_s0a0_p6-0,-16.162166308393704,-13.55314508992961,-7.626107768545212
49,on0,M0MDN3-IF40,M0MDN3-IF26_200813_090907_s0a0_p6-0,-26.79526711033765,-4.792875249023662,-5.779112524429744
50,on0,M0MDN3-IF40,M0MDN3-IF26_200717_112413_s0a0_p6-0,-112.67296501342287,-16.410307904906713,-24.63567803768921
51,on0,M0MDN3-IF40,M0MDN3-IF20_200714_090130_s0a0_p6-0,-57.54668978539628,-8.340656192706007,-8.620183144145429
52,on0,M0MDN3-IF40,M0MDN3-IF20_200728_091620_s0a0_p6-0,-46.123435960546985,-5.926646593500121,-6.590907904541128
53,on0,M0MDN3-IF40,M0MDN3-IF11_200717_095716_s0a0_p6-0,-2.511806254146426,-8.618011654290495,-4.60962393250358
54,on0,M0MDN3-IF40,M0MDN3-IF11_200702_114201_s0a0_p6-0,-30.43316120810253,-8.51200810683641,-7.604115286884118
55,on0,M0MDN3-IF40,M0MDN3-IF11_200730_101601_s0a0_p6-0,-20.39164396439945,-6.7572101812883805,-4.140275692779047
56,on0,M0MDN3-IF40,M0MDN3-IF3_200626_111806_s0a0_p6-0,-129.19795498027898,-18.987096994141577,-15.543868461678969
57,on0,M0MDN3-IF40,M0MDN3-IF3_200724_091136_s0a0_p6-0,0.0,-0.35400639170743,-3.2335685966485723
58,on0,M0MDN3-IF40,M0MDN3-IF3_200710_103901_s0a0_p6-0,-33.931869828824254,-13.794393654478853,-8.17487485429772
59,on0,M0MDN3-IF40,M0MDN3-IF22_200714_093235_s0a0_p6-0,-63.26325812702198,-1.7354178733686236,-9.71947239984562
60,on0,M0MDN3-IF40,M0MDN3-IF22_200728_092244_s0a0_p6-0,-2.9507270924441333,-4.5399992343037985,-3.4206398987873103
61,on0,M0MDN3-IF40,M0MDN3-IF1_200626_103303_s0a0_p6-0,-5.47282472802108,-11.140115760607271,-5.659214189240129
62,on0,M0MDN3-IF40,M0MDN3-IF1_200710_103631_s0a0_p6-0,-22.05660486086622,-0.6143848973187653,-4.8196802925285676
63,on0,M0MDN3-IF40,M0MDN3-IF16_200806_092512_s0a0_p6-0,-59.42395066866959,-7.759366839715209,-7.332750302569574
64,on0,M0MDN3-IF40,M0MDN3-IF16_200724_104618_s0a0_p6-0,-9.699673220683298,-0.9775923463929991,-4.552136355129668
65,on0,M0MDN3-IF40,M0MDN3-IF16_200710_125100_s0a0_p6-0,-45.233331787839674,-17.8467698105551,-10.994263369084024
66,on0,M0MDN3-IF40,M0MDN3-IF13_200806_084957_s0a0_p6-0,-36.4779792283028,-9.896704718612463,-6.152542783303171
67,on0,M0MDN3-IF40,M0MDN3-IF13_200724_095013_s0a0_p6-0,-55.93436108521996,-11.40040984143987,-11.529741130062186
68,on0,M0MDN3-IF40,M0MDN3-IF13_200710_111458_s0a0_p6-0,-16.428289282530805,-12.825011952562592,-9.98094776008061
69,on0,M0MDN3-IF40,M0MDN3-IF19_200728_091015_s0a0_p6-0,-3.6343604875332063,-5.593141764723941,-4.399950302211208
70,on0,M0MDN3-IF40,M0MDN3-IF19_200714_085128_s0a0_p6-0,-37.932128958850285,-10.394265693349308,-8.446403956670805
71,on0,M0MDN3-IF40,M0MDN3-IF19_200811_091609_s0a0_p6-0,,,
72,on0,M0MDN3-IF40,M0MDN3-IF7_200730_093706_s0a0_p6-0,-36.5141427382682,-12.314651575311505,-6.6532947714994295
73,on0,M0MDN3-IF40,M0MDN3-IF7_200717_091116_s0a0_p6-0,-26.870830092356396,-7.622944431757525,-6.47848976973875
74,on0,M0MDN3-IF40,M0MDN3-IF7_200702_101710_s0a0_p6-0,-25.44449831484452,-10.801346792477263,-8.297978423889772
75,on0,M0MDN3-IF40,M0MDN3-IF14_200724_100137_s0a0_p6-0,-22.02610201961414,-18.900906946478766,-9.755417770812002
76,on0,M0MDN3-IF40,M0MDN3-IF14_200710_121555_s0a0_p6-0,-75.38248784950167,-5.3147697187348815,-11.724769211179046
77,on0,M0MDN3-IF40,M0MDN3-IF14_200806_085601_s0a0_p6-0,-116.30654271092067,-9.268248001884004,-10.713227582212866
78,on0,M0MDN3-IF40,M0MDN3-IF23_200717_104901_s0a0_p6-0,-15.52381564658652,-0.09433818363521249,-1.8075406825536284
79,on0,M0MDN3-IF40,M0MDN3-IF23_200813_084503_s0a0_p6-0,-1.8626876016555627,-7.471158541229889,-6.5951679601612785
80,on0,M0MDN3-IF40,M0MDN3-IF23_200730_102502_s0a0_p6-0,-26.873765530546635,-8.616941113226899,-5.3366377134218865
81,on0,M0MDN3-IF40,M0MDN3-IF6_200702_100502_s0a0_p6-0,-25.03787798446521,-0.14538626328853466,-2.710480731667768
82,on0,M0MDN3-IF40,M0MDN3-IF6_200730_093001_s0a0_p6-0,-40.7110925737401,-1.10508886047381,-8.824538767172704
83,on0,M0MDN3-IF40,M0MDN3-IF6_200717_090558_s0a0_p6-0,-43.82081149539356,-1.8204960380299395,-9.04401454123889
84,on0,M0MDN3-IF40,M0MDN3-IF38_200724_114101_s0a0_p6-0,,,
85,on0,M0MDN3-IF40,M0MDN3-IF38_200807_093902_s0a0_p6-0,-84.8062266626353,-27.076265322893722,-13.18640198979823
86,on0,M0MDN3-IF40,M0MDN3-IF32_200820_091902_s0a0_p6-0,-2.960201261015078,-2.5030658747630503,-3.224802991035429
87,on0,M0MDN3-IF40,M0MDN3-IF32_200807_082912_s0a0_p6-0,-23.250582169105336,-6.766797888140766,-4.882577256374948
88,on0,M0MDN3-IF40,M0MDN3-IF32_200724_140200_s0a0_p6-0,-3.3882868334324683,-18.1687922063236,-9.564085848438456
89,on0,M0MDN3-IF40,M0MDN3-IF36_200820_102102_s0a0_p6-0,-16.51909353098156,-1.4173547884062008,-5.822001777780385
90,on0,M0MDN3-IF40,M0MDN3-IF36_200807_091901_s0a0_p6-0,-13.103768269373216,-17.074350622765106,-10.239852476582401
91,on0,M0MDN3-IF40,M0MDN3-IF36_200724_123600_s0a0_p6-0,,,
